Date,Open,High,Low,Close
01-02-2012,16.371786,16.3925,16.269644,16.2925
02-02-2012,16.282143,16.327499,16.213572,16.254286
03-02-2012,16.332144,16.428572,16.27,16.417143
06-02-2012,16.370714,16.606428,16.364286,16.570356
07-02-2012,16.616072,16.776787,16.592142,16.743929
08-02-2012,16.803572,17.028214,16.775,17.024286
09-02-2012,17.17,17.741072,17.162857,17.613214
10-02-2012,17.534286,17.772142,17.448214,17.622143
13-02-2012,17.840357,17.993929,17.753214,17.950001
14-02-2012,18.023571,18.19857,17.928572,18.195
15-02-2012,18.366428,18.79607,17.746071,17.77393
16-02-2012,17.553572,18.031786,17.379642,17.936071
17-02-2012,17.968214,18.134644,17.867857,17.932858
21-02-2012,18.102858,18.387501,18.004286,18.387501
22-02-2012,18.324286,18.410357,18.18107,18.322857
23-02-2012,18.395714,18.493929,18.196428,18.442499
24-02-2012,18.559643,18.674999,18.522858,18.657499
27-02-2012,18.618214,18.875,18.438572,18.777143
28-02-2012,18.855715,19.121786,18.780357,19.121786
29-02-2012,19.341429,19.557501,19.132143,19.372856
01-03-2012,19.577499,19.57893,19.241785,19.445356
02-03-2012,19.437143,19.52857,19.375713,19.470715
05-03-2012,19.479286,19.552856,18.785713,19.04143
06-03-2012,18.702143,19.060356,18.436428,18.937857
07-03-2012,19.171429,19.206429,18.689285,18.953215
08-03-2012,19.096071,19.3925,19.004286,19.356787
09-03-2012,19.436071,19.562143,19.396786,19.470358
12-03-2012,19.606428,19.714287,19.535713,19.714287
13-03-2012,19.912144,20.292143,19.848213,20.289286
14-03-2012,20.644644,21.24,20.549999,21.056429
15-03-2012,21.414642,21.428928,20.6625,20.912857
16-03-2012,20.882856,21.042856,20.642857,20.913214
19-03-2012,21.370358,21.491785,21.0375,21.467857
20-03-2012,21.411072,21.674999,21.124287,21.64143
21-03-2012,21.526428,21.773214,21.47893,21.517857
22-03-2012,21.349285,21.589287,21.268929,21.405001
23-03-2012,21.446072,21.492857,21.228571,21.2875
26-03-2012,21.42107,21.683929,21.259287,21.677856
27-03-2012,21.649286,22.01,21.645,21.945715
28-03-2012,22.084999,22.194643,21.796785,22.057858
29-03-2012,21.885,22.02,21.686787,21.780714
30-03-2012,21.741785,21.805714,21.355,21.4125
02-04-2012,21.493929,22.098928,21.442142,22.093929
03-04-2012,22.40357,22.57893,22.2325,22.475714
04-04-2012,22.298214,22.352142,22.035713,22.296785
05-04-2012,22.392143,22.66643,22.264286,22.63143
09-04-2012,22.361786,22.851429,22.332144,22.7225
10-04-2012,22.854643,23,22.357143,22.444286
11-04-2012,22.72143,22.745358,22.262142,22.364286
12-04-2012,22.321428,22.547501,22.160713,22.241785
13-04-2012,22.289642,22.310715,21.553928,21.615356
16-04-2012,21.787857,21.795713,20.651787,20.718929
17-04-2012,20.67643,21.785713,20.425358,21.775
18-04-2012,21.918571,22.151787,21.525356,21.726429
19-04-2012,21.436428,21.5975,20.875713,20.98
20-04-2012,21.120714,21.236429,20.372143,20.463572
23-04-2012,20.378929,20.595358,19.879286,20.417856
24-04-2012,20.093214,20.274643,19.821428,20.01
25-04-2012,21.987143,22.071428,21.642857,21.785713
26-04-2012,21.938213,21.953215,21.504642,21.703571
27-04-2012,21.609644,21.649286,21.446428,21.535713
30-04-2012,21.35,21.371429,20.821428,20.856428
01-05-2012,20.889286,21.312857,20.758215,20.790358
02-05-2012,20.722857,20.978571,20.673571,20.927856
03-05-2012,21.089287,21.121429,20.725,20.779285
04-05-2012,20.610001,20.655714,20.184643,20.1875
07-05-2012,20.053572,20.456072,20.043928,20.338572
08-05-2012,20.342142,20.410713,19.954643,20.292143
09-05-2012,20.132143,20.499287,20.030357,20.327856
10-05-2012,20.520714,20.567142,20.30143,20.375713
11-05-2012,20.178572,20.516787,20.155357,20.239643
14-05-2012,20.091785,20.268213,19.914286,19.936428
15-05-2012,20.051786,20.115,19.705357,19.756071
16-05-2012,19.7875,19.888929,19.322857,19.502857
17-05-2012,19.475357,19.553572,18.932858,18.932858
18-05-2012,19.07,19.407499,18.649286,18.942142
21-05-2012,19.089287,20.055,19.073214,20.045713
22-05-2012,20.34107,20.495714,19.735001,19.891787
23-05-2012,19.910713,20.457144,19.758215,20.377144
24-05-2012,20.566786,20.589287,20.043928,20.190001
25-05-2012,20.163929,20.208929,19.945356,20.081785
29-05-2012,20.389286,20.5,20.189644,20.438213
30-05-2012,20.328571,20.713928,20.234285,20.684643
31-05-2012,20.740713,20.767857,20.409286,20.633215
01-06-2012,20.327143,20.451786,20.018572,20.035357
04-06-2012,20.053572,20.267857,19.589287,20.153214
05-06-2012,20.045357,20.231071,19.940357,20.10107
06-06-2012,20.2775,20.494642,20.196428,20.409286
07-06-2012,20.6175,20.61857,20.375,20.418571
08-06-2012,20.414286,20.735001,20.321428,20.725714
11-06-2012,20.99,21.017857,20.379642,20.39893
12-06-2012,20.51643,20.593571,20.239286,20.577143
13-06-2012,20.518572,20.66,20.370714,20.434286
14-06-2012,20.401428,20.482143,20.259287,20.411785
15-06-2012,20.392857,20.522142,20.34107,20.504642
18-06-2012,20.39143,20.996071,20.370358,20.920713
19-06-2012,20.835714,21.071428,20.825001,20.97893
20-06-2012,21.0075,21.044643,20.742857,20.919287
21-06-2012,20.908571,21.007856,20.622856,20.631071
22-06-2012,20.68,20.7925,20.550714,20.789286
25-06-2012,20.617857,20.707144,20.370358,20.384644
26-06-2012,20.404642,20.5175,20.261786,20.429644
27-06-2012,20.535713,20.597857,20.425714,20.517857
28-06-2012,20.416786,20.5,20.200357,20.323214
29-06-2012,20.642857,20.857143,20.508928,20.857143
02-07-2012,20.883215,21.195356,20.842857,21.161428
03-07-2012,21.245714,21.428572,21.214287,21.407499
05-07-2012,21.44857,21.940714,21.416071,21.783571
06-07-2012,21.681786,21.73,21.485001,21.638571
09-07-2012,21.617857,21.924999,21.575357,21.924643
10-07-2012,22.070356,22.138214,21.618214,21.721786
11-07-2012,21.647142,21.702143,21.329287,21.586786
12-07-2012,21.437143,21.5525,21.167143,21.389286
13-07-2012,21.53393,21.685356,21.428572,21.606071
16-07-2012,21.611429,21.843571,21.607857,21.675358
17-07-2012,21.813929,21.839287,21.541071,21.67643
18-07-2012,21.663929,21.726429,21.555714,21.652143
19-07-2012,21.831429,21.976786,21.642857,21.940001
20-07-2012,21.893929,21.944286,21.560715,21.582144
23-07-2012,21.228571,21.639286,20.989643,21.565357
24-07-2012,21.692142,21.774286,21.375357,21.46143
25-07-2012,20.51643,20.742857,20.357143,20.534643
26-07-2012,20.705713,20.728571,20.370001,20.531429
27-07-2012,20.536072,20.922501,20.413929,20.898571
30-07-2012,21.104286,21.408571,20.99357,21.251072
31-07-2012,21.543928,21.84643,21.525715,21.812857
01-08-2012,21.996786,22.014286,21.535713,21.671785
02-08-2012,21.530001,21.810356,21.4375,21.706785
03-08-2012,21.915358,22.070715,21.841429,21.989286
06-08-2012,22.04607,22.316786,21.973572,22.233929
07-08-2012,22.241785,22.321428,22.072857,22.175358
08-08-2012,22.121071,22.281429,22.039286,22.137857
09-08-2012,22.066071,22.204643,22.064285,22.168928
10-08-2012,22.096786,22.205713,22.09643,22.203571
13-08-2012,22.263929,22.5,22.258928,22.5
14-08-2012,22.566786,22.807501,22.5075,22.560356
15-08-2012,22.546429,22.642857,22.419643,22.529642
16-08-2012,22.543215,22.741428,22.517857,22.726429
17-08-2012,22.857143,23.149643,22.814644,23.146786
20-08-2012,23.214643,23.755358,23.210714,23.755358
21-08-2012,23.957857,24.102858,23.22607,23.430714
22-08-2012,23.372143,23.892857,23.146786,23.888214
23-08-2012,23.789642,23.924999,23.612499,23.665358
24-08-2012,23.553928,23.91,23.4125,23.686428
27-08-2012,24.285357,24.316786,24.055,24.13143
28-08-2012,24.106428,24.146429,23.952499,24.1
29-08-2012,24.116072,24.202499,24.021429,24.0525
30-08-2012,23.951429,23.983929,23.673214,23.709642
31-08-2012,23.830357,23.878571,23.473213,23.758572
04-09-2012,23.777143,24.112143,23.732143,24.106071
05-09-2012,24.127501,24.155357,23.914286,23.936787
06-09-2012,24.041786,24.224644,23.957144,24.1525
07-09-2012,24.21607,24.374287,24.134644,24.30143
10-09-2012,24.301786,24.403214,23.646429,23.669287
11-09-2012,23.753929,23.932142,23.446428,23.592501
12-09-2012,23.816071,23.924999,23.428572,23.92107
13-09-2012,24.191786,24.482143,24.098928,24.392143
14-09-2012,24.64143,24.892143,24.567499,24.688572
17-09-2012,24.976786,24.992857,24.807501,24.992144
18-09-2012,24.995714,25.083214,24.872143,25.068214
19-09-2012,25.009287,25.1425,24.984644,25.075001
20-09-2012,24.969999,25.002144,24.772142,24.953571
21-09-2012,25.086071,25.18107,24.977142,25.003214
24-09-2012,24.530714,24.825714,24.392857,24.67107
25-09-2012,24.580713,24.742144,24.035713,24.055
26-09-2012,23.883572,24.024643,23.614286,23.75643
27-09-2012,23.724644,24.363214,23.583929,24.332857
28-09-2012,24.241072,24.325357,23.8125,23.825001
01-10-2012,23.969999,24.169643,23.446428,23.549643
02-10-2012,23.63607,23.798214,23.237499,23.618214
03-10-2012,23.745001,23.995001,23.665358,23.980356
04-10-2012,23.973213,24.080357,23.769644,23.814285
05-10-2012,23.757143,23.785713,23.26,23.306786
08-10-2012,23.102858,23.127144,22.718214,22.791786
09-10-2012,22.808929,22.874643,22.269644,22.708929
10-10-2012,22.847857,23.035,22.75,22.889643
11-10-2012,23.089287,23.114286,22.432142,22.432142
12-10-2012,22.484285,22.692142,22.332144,22.489643
15-10-2012,22.583929,22.683214,22.280357,22.67
16-10-2012,22.691786,23.225,22.535713,23.206785
17-10-2012,23.173929,23.313929,23,23.021786
18-10-2012,22.842501,22.930714,22.5,22.594286
19-10-2012,22.5375,22.563213,21.772142,21.780001
22-10-2012,21.872143,22.692142,21.812857,22.643929
23-10-2012,22.535713,22.639286,21.84643,21.905714
24-10-2012,22.194286,22.376785,21.808571,22.029642
25-10-2012,22.142857,22.214287,21.626785,21.769285
26-10-2012,21.765356,21.928572,21.107143,21.571428
31-10-2012,21.245714,21.498571,20.989286,21.261429
01-11-2012,21.365,21.535713,21.220358,21.305
02-11-2012,21.281786,21.319643,20.526787,20.6
05-11-2012,20.84,20.991785,20.628571,20.879286
06-11-2012,21.079643,21.097857,20.717501,20.816071
07-11-2012,20.494286,20.519285,19.848213,19.928572
08-11-2012,20.022499,20.079643,19.1175,19.205357
09-11-2012,19.300714,19.817142,19.061428,19.537857
12-11-2012,19.791071,19.803572,19.237499,19.386786
13-11-2012,19.246786,19.66,19.155714,19.389286
14-11-2012,19.482143,19.551786,19.149286,19.174286
15-11-2012,19.1975,19.267857,18.665001,18.772142
16-11-2012,18.757143,18.928572,18.0625,18.845715
19-11-2012,19.311071,20.267857,19.281429,20.204643
20-11-2012,20.425358,20.426786,19.806429,20.032499
21-11-2012,20.151787,20.263214,19.878571,20.060715
23-11-2012,20.256071,20.428572,20.092857,20.410713
26-11-2012,20.567858,21.071428,20.489643,21.054644
27-11-2012,21.055357,21.08643,20.717857,20.885
28-11-2012,20.616785,20.921429,20.437857,20.819286
29-11-2012,21.079287,21.223213,20.901787,21.048571
30-11-2012,20.956785,21.014286,20.809999,20.902857
03-12-2012,21.201786,21.235357,20.910713,20.935356
04-12-2012,20.77857,20.77857,20.433214,20.566071
05-12-2012,20.318214,20.330357,19.241785,19.2425
06-12-2012,18.890715,19.76107,18.522499,19.544287
07-12-2012,19.764286,19.828571,18.928572,19.044643
10-12-2012,18.75,19.2325,18.627857,18.922144
11-12-2012,19.2775,19.627144,19.191786,19.335358
12-12-2012,19.563213,19.571428,19.1525,19.25
13-12-2012,18.969643,19.201429,18.77857,18.9175
14-12-2012,18.383928,18.504642,18.056429,18.206785
17-12-2012,18.176071,18.571428,17.901072,18.529642
18-12-2012,18.75,19.103571,18.580357,19.067858
19-12-2012,18.981071,19.060715,18.767857,18.796785
20-12-2012,18.928572,18.935715,18.531429,18.633215
21-12-2012,18.3025,18.559643,18.222857,18.547501
24-12-2012,18.583929,18.723213,18.525356,18.577499
26-12-2012,18.535713,18.552143,18.254286,18.321428
27-12-2012,18.340714,18.4375,18.023571,18.395
28-12-2012,18.224644,18.374287,18.147142,18.199642
31-12-2012,18.233213,19.121429,18.178572,19.006071
02-01-2013,19.779285,19.821428,19.343929,19.608213
03-01-2013,19.567142,19.631071,19.321428,19.360714
04-01-2013,19.1775,19.236786,18.779642,18.821428
07-01-2013,18.642857,18.90357,18.4,18.710714
08-01-2013,18.900356,18.996071,18.616072,18.76107
09-01-2013,18.660713,18.750357,18.428213,18.467857
10-01-2013,18.876785,18.882856,18.411428,18.696787
11-01-2013,18.607143,18.761429,18.536428,18.582144
14-01-2013,17.952856,18.125,17.803928,17.919643
15-01-2013,17.796429,17.821072,17.263571,17.354286
16-01-2013,17.665714,18.194286,17.589287,18.074642
17-01-2013,18.225357,18.241072,17.929644,17.952856
18-01-2013,17.804285,17.936428,17.728571,17.857143
22-01-2013,18.02,18.138571,17.736786,18.0275
23-01-2013,18.171785,18.3925,18.0275,18.3575
24-01-2013,16.428572,16.633215,16.080357,16.089287
25-01-2013,16.131786,16.293928,15.535714,15.71
28-01-2013,15.636786,16.186071,15.566429,16.065357
29-01-2013,16.375,16.435715,16.147142,16.366785
30-01-2013,16.321428,16.521429,16.232143,16.315357
31-01-2013,16.320715,16.402857,16.249287,16.2675
01-02-2013,16.396786,16.41,16.012501,16.200714
04-02-2013,16.211071,16.283571,15.785714,15.797143
05-02-2013,15.858929,16.419287,15.793571,16.351429
06-02-2013,16.3025,16.660713,16.16357,16.333929
07-02-2013,16.544643,16.785713,16.218571,16.722143
08-02-2013,16.928572,17.100357,16.723213,16.963572
11-02-2013,17.017857,17.319286,16.901787,17.140356
12-02-2013,17.125357,17.227858,16.705,16.710714
13-02-2013,16.686071,16.915714,16.543571,16.678928
14-02-2013,16.59,16.844286,16.572144,16.663929
15-02-2013,16.744642,16.79143,16.425714,16.434286
19-02-2013,16.467857,16.526072,16.208929,16.428213
20-02-2013,16.346071,16.346071,16.02857,16.030357
21-02-2013,15.928571,16.041786,15.815,15.930714
22-02-2013,16.044643,16.128571,15.95,16.100357
25-02-2013,16.208929,16.254286,15.806071,15.814286
26-02-2013,15.850714,16.126429,15.630714,16.034643
27-02-2013,16.015356,16.158571,15.7375,15.8775
28-02-2013,15.858929,15.995357,15.764286,15.764286
01-03-2013,15.642857,15.649286,15.356429,15.373929
04-03-2013,15.278571,15.292857,14.964286,15.001786
05-03-2013,15.052857,15.5425,15.026786,15.397857
06-03-2013,15.518214,15.544643,15.158214,15.202143
07-03-2013,15.160714,15.428929,15.037857,15.377857
08-03-2013,15.35,15.551071,15.3075,15.418571
11-03-2013,15.348214,15.678929,15.183571,15.638214
12-03-2013,15.557143,15.674286,15.270357,15.301071
13-03-2013,15.301786,15.517857,15.191429,15.298214
14-03-2013,15.458214,15.522857,15.373214,15.446429
15-03-2013,15.640357,15.865357,15.616071,15.845
18-03-2013,15.766071,16.337856,15.757143,16.275715
19-03-2013,16.410713,16.463215,16.017857,16.231787
20-03-2013,16.33643,16.343929,16.056786,16.145714
21-03-2013,16.079287,16.356428,16.075001,16.168928
22-03-2013,16.235001,16.503571,16.182501,16.496786
25-03-2013,16.596071,16.78393,16.492144,16.556429
26-03-2013,16.622856,16.637142,16.4475,16.469286
27-03-2013,16.302143,16.314285,16.0975,16.145714
28-03-2013,16.065001,16.136429,15.772143,15.809286
01-04-2013,15.782143,15.846429,15.276429,15.318214
02-04-2013,15.271429,15.647857,15.228571,15.349643
03-04-2013,15.406071,15.617143,15.368214,15.428214
04-04-2013,15.491429,15.535714,15.1875,15.275714
05-04-2013,15.160714,15.176786,14.988571,15.114286
08-04-2013,15.173214,15.267857,15.088929,15.221786
09-04-2013,15.227143,15.303571,15.098214,15.249286
10-04-2013,15.289286,15.609286,15.214643,15.560357
11-04-2013,15.49,15.6425,15.4,15.511786
12-04-2013,15.505357,15.505357,15.324643,15.35
15-04-2013,15.25,15.281786,14.983929,14.994643
16-04-2013,15.056071,15.236071,15.020357,15.222857
17-04-2013,15.009643,15.021429,14.218214,14.385714
18-04-2013,14.463929,14.4925,13.919286,14.001786
19-04-2013,13.856071,14.271429,13.753571,13.9475
22-04-2013,14.022857,14.364286,13.973929,14.238214
23-04-2013,14.428214,14.585,14.243214,14.504643
24-04-2013,14.055,14.830357,14.017857,14.480714
25-04-2013,14.686786,14.783571,14.535714,14.585
26-04-2013,14.636071,14.956071,14.580357,14.9
29-04-2013,15.016071,15.486429,15,15.361429
30-04-2013,15.539286,15.901786,15.431071,15.813571
01-05-2013,15.873571,15.890357,15.513929,15.688929
02-05-2013,15.777857,16.02107,15.736786,15.911429
03-05-2013,16.118214,16.186787,16.041071,16.070715
06-05-2013,16.275356,16.507143,16.225357,16.45393
07-05-2013,16.606071,16.633928,16.203571,16.380714
08-05-2013,16.394285,16.620358,16.278929,16.565714
09-05-2013,16.421785,16.535713,16.270714,16.313213
10-05-2013,16.356071,16.418215,16.088572,16.1775
13-05-2013,16.125357,16.353571,16.125,16.240713
14-05-2013,16.208929,16.257143,15.791071,15.852143
15-05-2013,15.684286,15.75,15.084286,15.316071
16-05-2013,15.115714,15.6375,14.960714,15.520714
17-05-2013,15.680357,15.7175,15.393214,15.473571
20-05-2013,15.425357,15.921429,15.360714,15.818929
21-05-2013,15.648214,15.91,15.507143,15.702143
22-05-2013,15.858929,16.012501,15.650714,15.7625
23-05-2013,15.569643,15.934286,15.563929,15.790714
24-05-2013,15.744643,15.916429,15.727143,15.898214
28-05-2013,16.067858,16.111071,15.744643,15.765714
29-05-2013,15.714286,15.982143,15.692857,15.891071
30-05-2013,15.916071,16.232143,15.875357,16.127857
31-05-2013,16.160713,16.325001,16.053572,16.061787
03-06-2013,16.0975,16.155714,15.802857,16.097143
04-06-2013,16.186428,16.229643,15.978214,16.046785
05-06-2013,15.916071,16.097143,15.846786,15.896786
06-06-2013,15.909643,15.964286,15.501786,15.659286
07-06-2013,15.589286,15.83,15.456071,15.778929
10-06-2013,15.883214,16.03857,15.6,15.674643
11-06-2013,15.562143,15.812857,15.475714,15.628571
12-06-2013,15.696429,15.758929,15.410714,15.435357
13-06-2013,15.446429,15.612143,15.3125,15.57
14-06-2013,15.55,15.581786,15.303571,15.358929
17-06-2013,15.408571,15.560714,15.37,15.428571
18-06-2013,15.412857,15.532143,15.364643,15.420357
19-06-2013,15.407143,15.416429,15.107143,15.107143
20-06-2013,14.975,15.213571,14.8275,14.887143
21-06-2013,14.946071,15,14.575,14.767857
24-06-2013,14.55,14.595,14.216071,14.376429
25-06-2013,14.489286,14.563929,14.243929,14.379643
26-06-2013,14.425,14.456786,14.130714,14.216786
27-06-2013,14.258929,14.335357,14.055,14.063571
28-06-2013,13.977143,14.295357,13.888214,14.161786
01-07-2013,14.381786,14.723929,14.329286,14.615
02-07-2013,14.641429,15.058214,14.623929,14.946071
03-07-2013,15.030714,15.106429,14.908929,15.028571
05-07-2013,15.013929,15.1175,14.833929,14.907857
08-07-2013,15.003929,15.035714,14.666071,14.823214
09-07-2013,14.771429,15.125,14.656429,15.083929
10-07-2013,14.985714,15.171429,14.9375,15.026071
11-07-2013,15.105357,15.294643,15.041786,15.260357
12-07-2013,15.273214,15.349643,15.121786,15.2325
15-07-2013,15.178929,15.409286,15.171429,15.265714
16-07-2013,15.232857,15.3825,15.148929,15.364286
17-07-2013,15.346429,15.436429,15.293571,15.368214
18-07-2013,15.477857,15.531071,15.378929,15.42
19-07-2013,15.467857,15.499286,15.155357,15.176786
22-07-2013,15.337857,15.348214,15.195357,15.225357
23-07-2013,15.214286,15.248571,14.953929,14.963929
24-07-2013,15.676071,15.878214,15.545,15.7325
25-07-2013,15.739286,15.764286,15.564643,15.660714
26-07-2013,15.546429,15.751429,15.512143,15.749643
29-07-2013,15.742857,16.071072,15.721429,15.9925
30-07-2013,16.07,16.326786,16.043928,16.190001
31-07-2013,16.249643,16.33357,16.051071,16.161785
01-08-2013,16.276787,16.314285,16.187857,16.309999
02-08-2013,16.3575,16.530357,16.309286,16.519285
05-08-2013,16.596071,16.809643,16.505358,16.766071
06-08-2013,16.715,16.853214,16.506071,16.616072
07-08-2013,16.564285,16.678572,16.491785,16.606428
08-08-2013,16.566429,16.575001,16.355356,16.464643
09-08-2013,16.379999,16.445,16.201786,16.230356
12-08-2013,16.316429,16.737499,16.308214,16.691429
13-08-2013,16.819286,17.66643,16.71607,17.484644
14-08-2013,17.781429,18.008928,17.621429,17.803572
15-08-2013,17.729286,17.942858,17.467142,17.782499
16-08-2013,17.862499,17.962143,17.816429,17.940357
19-08-2013,18.012142,18.347857,18,18.133572
20-08-2013,18.20393,18.234644,17.886429,17.895357
21-08-2013,17.985357,18.112499,17.9,17.941429
22-08-2013,18.035,18.056786,17.792856,17.962856
23-08-2013,17.973928,17.976786,17.833929,17.893572
26-08-2013,17.883928,18.22143,17.875,17.963215
27-08-2013,17.785713,17.946787,17.367857,17.449642
28-08-2013,17.357143,17.707144,17.357143,17.532143
29-08-2013,17.558929,17.732143,17.540358,17.560715
30-08-2013,17.571428,17.605356,17.375,17.400715
03-09-2013,17.610714,17.878571,17.405357,17.449286
04-09-2013,17.841429,17.937143,17.724285,17.810356
05-09-2013,17.866072,17.88143,17.629999,17.688213
06-09-2013,17.80143,17.834999,17.498215,17.793571
09-09-2013,18.035713,18.139999,17.981428,18.077499
10-09-2013,18.078571,18.123215,17.482143,17.665714
11-09-2013,16.678928,16.9175,16.600357,16.70393
12-09-2013,16.732143,16.978571,16.643213,16.881786
13-09-2013,16.762142,16.85107,16.59643,16.603571
16-09-2013,16.464287,16.486071,15.972143,16.075714
17-09-2013,15.998571,16.418215,15.982143,16.261429
18-09-2013,16.542143,16.655357,16.452143,16.595715
19-09-2013,16.810715,16.993929,16.758928,16.867857
20-09-2013,17.071428,17.09107,16.642857,16.693214
23-09-2013,17.717857,17.746786,17.235714,17.522858
24-09-2013,17.674286,17.695356,17.422144,17.467857
25-09-2013,17.47143,17.487143,17.19393,17.1975
26-09-2013,17.357143,17.44857,17.282143,17.365
27-09-2013,17.277857,17.309643,17.168571,17.241072
30-09-2013,17.044643,17.202143,16.943214,17.026787
01-10-2013,17.0875,17.469286,17.084999,17.427143
02-10-2013,17.343929,17.564285,17.276787,17.484285
03-10-2013,17.518213,17.583929,17.169287,17.264643
04-10-2013,17.280714,17.307142,17.092857,17.251072
07-10-2013,17.377144,17.594643,17.333929,17.419643
08-10-2013,17.497856,17.522858,17.162144,17.17643
09-10-2013,17.308571,17.42107,17.081429,17.378214
10-10-2013,17.547144,17.584999,17.394285,17.487143
11-10-2013,17.3925,17.637142,17.327143,17.600357
14-10-2013,17.493929,17.770714,17.476786,17.715714
15-10-2013,17.768213,17.928572,17.697144,17.809999
16-10-2013,17.885357,17.9475,17.829643,17.896786
17-10-2013,17.856428,18.027857,17.845715,18.017857
18-10-2013,18.071072,18.187857,18.061071,18.174643
21-10-2013,18.2775,18.725,18.268572,18.620001
22-10-2013,18.800358,18.873215,18.143929,18.566786
23-10-2013,18.535713,18.77393,18.535713,18.748571
24-10-2013,18.75,19.016787,18.65893,18.996786
25-10-2013,18.975714,19.043928,18.753929,18.784286
28-10-2013,18.894285,18.964287,18.686071,18.924286
29-10-2013,19.1525,19.258928,18.376429,18.452856
30-10-2013,18.557501,18.84,18.465,18.746429
31-10-2013,18.75,18.838928,18.616785,18.667856
01-11-2013,18.715,18.742857,18.422857,18.5725
04-11-2013,18.610714,18.815001,18.528929,18.8125
05-11-2013,18.735001,18.888929,18.678572,18.766071
06-11-2013,18.719643,18.745001,18.507143,18.604286
07-11-2013,18.556429,18.685356,18.299286,18.303213
08-11-2013,18.377857,18.611786,18.306786,18.591429
11-11-2013,18.571072,18.631071,18.371786,18.5375
12-11-2013,18.488214,18.71143,18.464287,18.571787
13-11-2013,18.5,18.651787,18.462856,18.593929
14-11-2013,18.671785,18.902857,18.638214,18.862858
15-11-2013,18.806429,18.89607,18.731787,18.749643
18-11-2013,18.749643,18.828215,18.507143,18.522499
19-11-2013,18.536785,18.692142,18.498928,18.555357
20-11-2013,18.543928,18.58643,18.368929,18.392857
21-11-2013,18.485714,18.614643,18.345358,18.612143
22-11-2013,18.554285,18.648571,18.518929,18.564285
25-11-2013,18.607857,18.781071,18.607143,18.705
26-11-2013,18.718571,19.147858,18.714287,19.049999
27-11-2013,19.153929,19.5,19.049999,19.498571
29-11-2013,19.624287,19.940357,19.564644,19.859644
02-12-2013,19.928572,20.154642,19.672144,19.686787
03-12-2013,19.939285,20.227858,19.917143,20.225714
04-12-2013,20.196428,20.328215,20.029285,20.178572
05-12-2013,20.451786,20.540714,20.22893,20.282143
06-12-2013,20.206785,20.241072,19.984644,20.000713
09-12-2013,20.032143,20.342142,20.032143,20.229643
10-12-2013,20.127857,20.281429,20.042856,20.198214
11-12-2013,20.25,20.391787,19.98893,20.048571
12-12-2013,20.076429,20.190714,20.001072,20.019285
13-12-2013,20.101786,20.102858,19.77393,19.801071
16-12-2013,19.822144,20.094286,19.821787,19.910713
17-12-2013,19.850357,19.98,19.763571,19.821072
18-12-2013,19.632143,19.694643,19.242857,19.670357
19-12-2013,19.625,19.642857,19.418928,19.445
20-12-2013,19.479643,19.700357,19.457857,19.607857
23-12-2013,20.285713,20.382856,20.098572,20.360357
24-12-2013,20.353214,20.424286,20.215357,20.27393
26-12-2013,20.289286,20.339287,20.120714,20.139286
27-12-2013,20.136429,20.157499,19.982143,20.003214
30-12-2013,19.909286,20.003214,19.725714,19.804285
31-12-2013,19.791786,20.045713,19.785713,20.036428
02-01-2014,19.845715,19.893929,19.715,19.754642
03-01-2014,19.745001,19.775,19.301071,19.320715
06-01-2014,19.194643,19.52857,19.057142,19.426071
07-01-2014,19.440001,19.498571,19.21143,19.287144
08-01-2014,19.243214,19.484285,19.23893,19.409286
09-01-2014,19.52857,19.530714,19.119642,19.161428
10-01-2014,19.279642,19.314285,18.968214,19.033571
13-01-2014,18.925358,19.375,18.924286,19.133215
14-01-2014,19.222143,19.526072,19.202143,19.513929
15-01-2014,19.768572,20.007143,19.702143,19.905714
16-01-2014,19.817858,19.887501,19.702856,19.794643
17-01-2014,19.695715,19.716785,19.282143,19.309643
21-01-2014,19.321072,19.645357,19.300714,19.609644
22-01-2014,19.675358,19.903214,19.564644,19.696787
23-01-2014,19.640715,19.875,19.4575,19.863571
24-01-2014,19.785713,19.843571,19.455357,19.502501
27-01-2014,19.645357,19.814285,19.491072,19.660713
28-01-2014,18.17,18.392857,17.93107,18.089287
29-01-2014,17.998215,18.120358,17.807858,17.883928
30-01-2014,17.947857,18.089287,17.739286,17.849285
31-01-2014,17.684999,17.911785,17.626785,17.878571
03-02-2014,17.950357,18.133215,17.832144,17.911785
04-02-2014,18.066071,18.195,17.955713,18.17107
05-02-2014,18.091429,18.402857,18.080357,18.306786
06-02-2014,18.216429,18.339287,18.13607,18.303928
07-02-2014,18.620714,18.676071,18.477858,18.559999
10-02-2014,18.523571,18.999643,18.5,18.8925
11-02-2014,18.950357,19.205357,18.910713,19.14143
12-02-2014,19.176786,19.27,19.044287,19.139999
13-02-2014,19.094999,19.458929,19.078571,19.44393
14-02-2014,19.373928,19.499287,19.32893,19.428213
18-02-2014,19.5,19.685356,19.486071,19.499643
19-02-2014,19.455357,19.531786,19.083929,19.191786
20-02-2014,19.035357,19.178572,18.892857,18.969643
21-02-2014,19.028214,19.091785,18.735714,18.758928
24-02-2014,18.683929,18.925714,18.657858,18.84107
25-02-2014,18.906429,18.913214,18.607143,18.645
26-02-2014,18.700357,18.75,18.414286,18.476786
27-02-2014,18.469286,18.885,18.430357,18.845358
28-02-2014,18.895714,19.026787,18.647142,18.794287
